id,STRUCTURE PRESCRIPTRICE,PLATEFORME,year,month,region,ORIENTATION,NATURE_DIFF,age,tranche_age,situation,adulte_foyer,pers_a_charge,PROF,LOGEMENT,REVENUS,cat_rev,CHARGES,cat_charges,CREDITS,cat_credit,IMPAYES_DEBUT,cat_impayes,RAV_ouverture,cat_RAV_ouverture,RAV_UC,cat_RAV_UC,nb_credits,CRD,gain_mediation,nb_amort,crd_amort,nb_renouv,crd_renouv,nb_immo,crd_immo,nb_rac,crd_rac,nb_autres,crd_autres,nb_decouvert,crd_decouvert,moy_eco_jour,cat_moy_eco_jour
4193,PRESCRIPTEUR88,social,2017,2,ILE-DE-FRANCE,Surendettement,Endettement,48,45-54ans,concubinage,2,1,employé,locataire,2150,2001€-2500€,1282,1001€-1500€,1065,1000€-1500€,1282,1000€-1500€,-197,C,"-109,444",C,8,54000,\N,1,5600,6,20400,0,\N,1,28000,0,\N,0,\N,"-16,4333",Négatif
1572,PRESCRIPTEUR35,bancaire,2015,7,OCCITANIE,Aucune,Surendettement,\N,Non Renseigne,concubinage,2,0,employé,locataire,2150,2001€-2500€,889,500€-1000€,653,500€-1000€,\N,Non Renseigne,608,A,"405,333",A,8,21850,\N,4,17000,4,4850,0,\N,0,\N,0,\N,0,\N,"10,1333","10a14,99€"
4993,PRESCRIPTEUR17,bancaire,2017,7,HAUTS DE France,Aucune,Endettement,77,75ans_et+,concubinage,2,0,retraité,gratuit,1758,1501€-2000€,366,<500€,254,1€-499€,\N,Non Renseigne,1138,A,"758,667",A,2,10000,\N,0,\N,2,10000,0,\N,0,\N,0,\N,0,\N,"18,9667",15€et+
3846,PRESCRIPTEUR78,bancaire,2016,12,ILE-DE-FRANCE,Surendettement,Endettement,71,65-75ans,marie,2,1,retraité,locataire,3000,2501€-3000€,1222,1001€-1500€,1511,1501€-2000€,\N,Non Renseigne,267,B,"148,333",B,9,28834,\N,4,14688,5,14146,0,\N,0,\N,0,\N,0,\N,"2,96667","0a2,99€"
1705,PRESCRIPTEUR17,bancaire,2015,9,AUVERGNE RHONE ALPES,Aucune,Accident de la vie,\N,Non Renseigne,celibataire,1,0,autre,locataire,630,<1150€,458,<500€,190,1€-499€,\N,Non Renseigne,-18,C,-18,C,3,5100,\N,2,3400,1,1700,0,\N,0,\N,0,\N,0,\N,"-0,6",Négatif
6304,PRESCRIPTEUR23,social,2018,4,AUVERGNE RHONE ALPES,Surendettement,Endettement,64,55-64ans,marie,2,1,retraité,locataire,2123,2001€-2500€,1170,1001€-1500€,800,500€-1000€,1170,1000€-1500€,153,B,85,C,2,32000,\N,2,32000,0,\N,0,\N,0,\N,0,\N,0,\N,"-11,3",Négatif
3481,PRESCRIPTEUR56,social,2016,9,BOURGOGNE FRANCHE COMTE,Accompagnement,Endettement,48,45-54ans,marie,2,1,autre,locataire,3470,3001€-3500€,1346,1001€-1500€,2054,2001€-2500€,\N,Non Renseigne,70,C,"38,8889",C,6,27002,\N,5,22002,1,5000,0,\N,0,\N,0,\N,0,\N,"0,777778","0a2,99€"
7291,PRESCRIPTEUR56,social,2018,10,NORMANDIE,Accompagnement,Difficultés de Gestion,38,40-44ans,marie,2,3,employé,locataire,2100,2001€-2500€,1343,1001€-1500€,300,1€-499€,1343,1000€-1500€,457,A,"190,417",B,1,37000,\N,0,\N,1,37000,0,\N,0,\N,0,\N,0,\N,"-5,90667",Négatif
2268,PRESCRIPTEUR47,social,2016,2,GRAND EST,Autres Procédures Collectives,Procédures collectives,\N,Non Renseigne,divorce,1,1,chomeur,\N,630,<1150€,241,<500€,1,1€-499€,\N,Non Renseigne,388,B,"298,462",B,1,500,\N,0,\N,0,\N,0,\N,0,\N,0,\N,1,500,"6,46667","6a9,99€"
3959,PRESCRIPTEUR44,bancaire,2017,1,GRAND EST,Accompagnement,Difficultés de Gestion,61,55-64ans,marie,2,0,retraité,proprietaire,2860,2501€-3000€,2955,2501€-3000€,409,1€-499€,\N,Non Renseigne,-504,C,-336,C,2,30000,\N,2,30000,0,\N,0,\N,0,\N,0,\N,0,\N,"-8,4",Négatif
5100,PRESCRIPTEUR67,social,2017,8,BOURGOGNE FRANCHE COMTE,Surendettement,Endettement,29,35-34ans,celibataire,1,0,employé,gratuit,1300,1150€-1500€,621,500€-1000€,174,1€-499€,621,500€-1000€,505,A,505,A,2,2456,\N,1,1608,1,848,0,\N,0,\N,0,\N,0,\N,"-3,86667",Négatif
7424,PRESCRIPTEUR106,bancaire,2018,11,HAUTS DE France,Accompagnement,Endettement,48,45-54ans,marie,2,1,employé,proprietaire,3376,3001€-3500€,988,500€-1000€,1185,1000€-1500€,\N,Non Renseigne,1203,A,"668,333",A,7,58006,\N,3,3,2,2,1,58000,1,1,0,\N,0,\N,"13,3667","10a14,99€"
5681,PRESCRIPTEUR43,social,2017,12,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Endettement,83,75ans_et+,veuf,2,0,\N,proprietaire,958,<1150€,871,500€-1000€,548,500€-1000€,871,500€-1000€,-461,C,"-307,333",C,1,21428,\N,1,21428,0,\N,0,\N,0,\N,0,\N,0,\N,"-22,2",Négatif
54,PRESCRIPTEUR10,bancaire,2011,11,AUVERGNE RHONE ALPES,Accompagnement,Multiendettement,\N,Non Renseigne,marie,2,0,employé,proprietaire,3500,3001€-3500€,648,500€-1000€,2072,2001€-2500€,\N,Non Renseigne,780,A,520,A,9,189047,\N,3,170500,6,18547,0,\N,0,\N,0,\N,0,\N,13,"10a14,99€"
7163,PRESCRIPTEUR10,bancaire,2018,10,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Endettement,37,40-44ans,celibataire,1,2,employé,locataire,1964,1501€-2000€,1420,1001€-1500€,1508,1501€-2000€,\N,Non Renseigne,-964,C,"-602,5",C,9,48100,\N,3,24100,6,24000,0,\N,0,\N,0,\N,0,\N,"-10,7111",Négatif
5427,PRESCRIPTEUR23,social,2017,10,PAYS DE LA LOIRE,Accompagnement,Endettement,44,40-44ans,marie,2,2,employé,proprietaire,3480,3001€-3500€,687,500€-1000€,1735,1501€-2000€,687,500€-1000€,1058,A,"503,81",A,7,232111,\N,2,11940,4,4171,1,216000,0,\N,0,\N,0,\N,"3,09167","3a5,99€"
561,PRESCRIPTEUR2,bancaire,2013,7,ILE-DE-FRANCE,Aucune,Surendettement,\N,Non Renseigne,divorce,1,0,fonctionnaire,locataire,1900,1501€-2000€,871,500€-1000€,2843,2501€-3000€,\N,Non Renseigne,-1814,C,-1814,C,16,116073,\N,0,\N,0,\N,0,\N,0,\N,16,116073,0,\N,"-60,4667",Négatif
2090,PRESCRIPTEUR10,bancaire,2016,1,ILE-DE-FRANCE,Accompagnement,Réaménagement,\N,Non Renseigne,marie,2,4,fonctionnaire,proprietaire,3967,3501€-4000€,740,500€-1000€,1558,1501€-2000€,\N,Non Renseigne,1669,A,"618,148",A,5,167100,\N,2,22000,2,5100,1,140000,0,\N,0,\N,0,\N,"9,27222","6a9,99€"
203,PRESCRIPTEUR22,bancaire,2012,10,GRAND EST,Aucune,Accident de la vie,\N,Non Renseigne,divorce,1,0,autre,locataire,527,<1150€,2722,2501€-3000€,427,1€-499€,\N,Non Renseigne,-2622,C,-2622,C,3,22055,\N,1,16500,2,5555,0,\N,0,\N,0,\N,0,\N,"-87,4",Négatif
6495,PRESCRIPTEUR72,bancaire,2018,5,AUVERGNE RHONE ALPES,Surendettement,Endettement,69,65-75ans,marie,2,0,retraité,locataire,2118,2001€-2500€,1279,1001€-1500€,574,500€-1000€,\N,Non Renseigne,265,B,"176,667",B,3,21850,\N,0,\N,3,21850,0,\N,0,\N,0,\N,0,\N,"4,41667","3a5,99€"
2092,PRESCRIPTEUR47,social,2016,1,GRAND EST,Surendettement,\N,46,45-54ans,marie,2,2,chomeur,locataire,1900,1501€-2000€,1885,1501€-2000€,1037,1000€-1500€,1885,1501€-2000€,-1022,C,"-486,667",C,1,41254,\N,1,41254,0,\N,0,\N,0,\N,0,\N,0,\N,"-24,225",Négatif
7152,PRESCRIPTEUR83,bancaire,2018,10,ILE-DE-FRANCE,Accompagnement,Difficultés de Gestion,54,45-54ans,celibataire,1,0,employé,locataire,1499,1150€-1500€,745,500€-1000€,70,1€-499€,\N,Non Renseigne,684,A,684,A,1,1500,\N,0,\N,1,1500,0,\N,0,\N,0,\N,0,\N,"22,8",15€et+
5326,PRESCRIPTEUR17,bancaire,2017,10,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Endettement,\N,Non Renseigne,divorce,1,0,fonctionnaire,gratuit,2383,2001€-2500€,929,500€-1000€,2246,2001€-2500€,\N,Non Renseigne,-792,C,-792,C,8,70622,\N,8,70622,0,\N,0,\N,0,\N,0,\N,0,\N,"-26,4",Négatif
7589,PRESCRIPTEUR23,social,2018,12,HAUTS DE France,Accompagnement,Endettement,54,45-54ans,marie,2,2,employé,proprietaire,1996,1501€-2000€,932,500€-1000€,772,500€-1000€,932,500€-1000€,292,B,"139,048",B,5,"53735,48",\N,2,40132,3,13603,0,\N,0,\N,0,\N,0,\N,"-5,33333",Négatif
7529,PRESCRIPTEUR17,bancaire,2018,11,NORMANDIE,Accompagnement,Endettement,75,65-75ans,veuf,2,0,retraité,locataire,2313,2001€-2500€,1239,1001€-1500€,1018,1000€-1500€,\N,Non Renseigne,56,C,"37,3333",C,5,37429,\N,2,16572,1,760,0,\N,1,17597,0,\N,1,2500,"0,933333","0a2,99€"
711,PRESCRIPTEUR10,bancaire,2013,12,GRAND EST,Surendettement,Surendettement,27,35-34ans,marie,2,1,chomeur,proprietaire,1909,1501€-2000€,818,500€-1000€,1124,1000€-1500€,\N,Non Renseigne,-33,C,"-18,3333",C,5,122719,\N,2,20187,2,18500,1,84032,0,\N,0,\N,0,\N,"-0,366667",Négatif
5658,PRESCRIPTEUR10,bancaire,2017,12,GRAND EST,Mediation,\N,39,40-44ans,marie,2,1,chomeur,proprietaire,5701,5001€ et +,1966,1501€-2000€,2460,2001€-2500€,\N,Non Renseigne,1275,A,"708,333",A,9,113096,1727,1,8900,5,22300,1,75000,0,\N,0,\N,0,\N,"10,2778","10a14,99€"
6478,PRESCRIPTEUR46,social,2018,5,PROVENCE-ALPES-COTE-D'AZUR,Accompagnement,Endettement,46,45-54ans,marie,2,1,employé,locataire,3350,3001€-3500€,1881,1501€-2000€,620,500€-1000€,1881,1501€-2000€,849,A,"471,667",A,3,22320,\N,0,\N,3,22320,0,\N,0,\N,0,\N,0,\N,"-11,4667",Négatif
7280,PRESCRIPTEUR110,bancaire,2018,10,CENTRE,Surendettement,Endettement,\N,Non Renseigne,divorce,1,0,retraité,proprietaire,2355,2001€-2500€,617,500€-1000€,1463,1000€-1500€,\N,Non Renseigne,275,B,275,B,4,26042,\N,3,26041,0,\N,1,1,0,\N,0,\N,0,\N,"9,16667","6a9,99€"
7699,PRESCRIPTEUR51,social,2018,12,ILE-DE-FRANCE,Surendettement,Endettement,48,45-54ans,celibataire,1,1,employé,locataire,1967,1501€-2000€,1614,1501€-2000€,0,0€ /aucun,1614,1501€-2000€,353,B,"271,538",B,3,28479,\N,0,\N,1,3400,0,\N,0,\N,2,25079,0,\N,"-21,0167",Négatif
4255,PRESCRIPTEUR18,social,2017,2,NORMANDIE,Surendettement,Endettement,32,35-34ans,concubinage,2,4,employé,locataire,1920,1501€-2000€,1901,1501€-2000€,197,1€-499€,1901,1501€-2000€,-178,C,"-65,9259",C,3,4100,\N,0,\N,3,4100,0,\N,0,\N,0,\N,0,\N,"-11,55",Négatif
784,PRESCRIPTEUR10,bancaire,2014,3,OCCITANIE,Aucune,Mauvaise gestion,\N,Non Renseigne,marie,2,0,retraité,proprietaire,3629,3501€-4000€,1271,1001€-1500€,2246,2001€-2500€,\N,Non Renseigne,112,B,"74,6667",C,4,59231,\N,1,45493,3,13738,0,\N,0,\N,0,\N,0,\N,"1,86667","0a2,99€"
1223,PRESCRIPTEUR2,bancaire,2015,2,NOUVELLE AQUITAINE,Surendettement,Surendettement,\N,Non Renseigne,celibataire,1,0,retraité,proprietaire,1511,1501€-2000€,0,<500€,1440,1000€-1500€,\N,Non Renseigne,71,C,71,C,8,45092,\N,4,28802,3,16290,0,\N,0,\N,1,0,0,\N,"2,36667","0a2,99€"
5965,PRESCRIPTEUR35,bancaire,2018,2,NORMANDIE,Aucune,Endettement,57,55-64ans,concubinage,2,3,employé,proprietaire,2891,2501€-3000€,995,500€-1000€,750,500€-1000€,\N,Non Renseigne,1146,A,"477,5",A,4,39400,\N,1,0,0,\N,1,35000,0,\N,2,4400,0,\N,"7,64","6a9,99€"
4990,PRESCRIPTEUR60,social,2017,7,NORMANDIE,Accompagnement,Microcrédit Personnel,44,40-44ans,concubinage,2,0,employé,locataire,2800,2501€-3000€,1443,1001€-1500€,800,500€-1000€,1443,1000€-1500€,557,A,"371,333",B,1,67200,\N,0,\N,0,\N,0,\N,0,\N,1,67200,0,\N,"-14,7667",Négatif
6783,PRESCRIPTEUR10,bancaire,2018,7,GRAND EST,Surendettement,Endettement,62,55-64ans,concubinage,2,0,retraité,gratuit,1491,1150€-1500€,504,500€-1000€,917,500€-1000€,\N,Non Renseigne,70,C,"46,6667",C,7,31870,\N,5,25814,2,6056,0,\N,0,\N,0,\N,0,\N,"1,16667","0a2,99€"
6252,PRESCRIPTEUR96,bancaire,2018,4,NORMANDIE,Mediation,Endettement,\N,Non Renseigne,concubinage,2,0,\N,proprietaire,2511,2501€-3000€,536,500€-1000€,1320,1000€-1500€,\N,Non Renseigne,655,A,"436,667",A,6,106700,720,3,17566,2,4800,0,\N,1,79380,0,\N,0,\N,"4,46667","3a5,99€"
6236,PRESCRIPTEUR30,bancaire,2018,3,HAUTS DE France,Mediation,Endettement,\N,Non Renseigne,marie,2,0,\N,gratuit,4758,4501€-5000€,1196,1001€-1500€,2264,2001€-2500€,\N,Non Renseigne,1298,A,"865,333",A,10,99798,545,4,67499,7,32300,0,\N,0,\N,0,\N,1,1500,"19,0833",15€et+
1523,PRESCRIPTEUR30,bancaire,2015,7,ILE-DE-FRANCE,Accompagnement,Surendettement,\N,Non Renseigne,celibataire,1,0,employé,locataire,1700,1501€-2000€,1120,1001€-1500€,316,1€-499€,\N,Non Renseigne,264,B,264,B,1,25000,\N,1,25000,0,\N,0,\N,0,\N,0,\N,0,\N,"8,8","6a9,99€"
6549,PRESCRIPTEUR76,bancaire,2018,6,NOUVELLE AQUITAINE,Surendettement,\N,71,65-75ans,veuf,2,0,\N,locataire,1761,1501€-2000€,1001,1001€-1500€,412,1€-499€,\N,Non Renseigne,348,B,232,B,2,18744,\N,0,\N,1,2244,0,\N,0,\N,1,16500,0,\N,"5,8","3a5,99€"
5679,PRESCRIPTEUR18,social,2017,12,CENTRE,Accompagnement,Endettement,42,40-44ans,divorce,1,1,employé,locataire,1770,1501€-2000€,1290,1001€-1500€,772,500€-1000€,1290,1000€-1500€,-292,C,"-224,615",C,4,22825,\N,0,\N,3,4825,0,\N,1,18000,0,\N,0,\N,"-26,3667",Négatif
2016,PRESCRIPTEUR10,bancaire,2015,12,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Mauvaise gestion,\N,Non Renseigne,celibataire,1,0,employé,locataire,1400,1150€-1500€,980,500€-1000€,315,1€-499€,\N,Non Renseigne,105,B,105,B,4,8002,\N,1,5500,2,2,0,\N,0,\N,1,2500,0,\N,"3,5","3a5,99€"
5922,PRESCRIPTEUR18,social,2018,1,NOUVELLE AQUITAINE,Accompagnement,Endettement,32,35-34ans,concubinage,2,1,employé,proprietaire,2740,2501€-3000€,805,500€-1000€,1290,1000€-1500€,805,500€-1000€,645,A,"358,333",B,1,290000,\N,1,290000,0,\N,0,\N,0,\N,0,\N,0,\N,"-1,77778",Négatif
7417,PRESCRIPTEUR48,social,2018,11,OCCITANIE,Accompagnement,Endettement,70,65-75ans,veuf,2,0,retraité,locataire,1185,1150€-1500€,1144,1001€-1500€,438,1€-499€,\N,Non Renseigne,-397,C,"-264,667",C,3,10365,\N,2,5740,1,4625,0,\N,0,\N,0,\N,0,\N,"-6,61667",Négatif
1545,PRESCRIPTEUR16,bancaire,2015,7,NORMANDIE,Surendettement,Surendettement,\N,Non Renseigne,celibataire,1,0,employé,locataire,1450,1150€-1500€,714,500€-1000€,1000,1000€-1500€,\N,Non Renseigne,-264,C,-264,C,7,36621,\N,3,29021,4,7600,0,\N,0,\N,0,\N,0,\N,"-8,8",Négatif
6029,PRESCRIPTEUR48,social,2018,2,ILE-DE-FRANCE,Accompagnement,Endettement,71,65-75ans,veuf,2,0,\N,locataire,1690,1501€-2000€,771,500€-1000€,298,1€-499€,771,500€-1000€,621,A,414,A,2,13369,\N,1,10653,1,2716,0,\N,0,\N,0,\N,0,\N,"-2,5",Négatif
3463,PRESCRIPTEUR17,bancaire,2016,9,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Endettement,47,45-54ans,concubinage,2,2,employé,locataire,2970,2501€-3000€,1858,1501€-2000€,944,500€-1000€,\N,Non Renseigne,168,B,80,C,5,28399,\N,0,\N,5,28399,0,\N,0,\N,0,\N,0,\N,"1,4","0a2,99€"
1917,PRESCRIPTEUR17,bancaire,2015,11,GRAND EST,Surendettement,Pré-endettement,\N,Non Renseigne,celibataire,1,0,retraité,locataire,1072,<1150€,907,500€-1000€,124,1€-499€,\N,Non Renseigne,41,C,41,C,1,1135,\N,0,\N,1,1135,0,\N,0,\N,0,\N,0,\N,"1,36667","0a2,99€"
5936,PRESCRIPTEUR32,bancaire,2018,1,OCCITANIE,Surendettement,Endettement,48,45-54ans,marie,2,0,chomeur,locataire,2415,2001€-2500€,1072,1001€-1500€,1005,1000€-1500€,\N,Non Renseigne,338,B,"225,333",B,5,65822,\N,1,6425,3,5693,0,\N,1,53704,0,\N,0,\N,"5,63333","3a5,99€"
6175,PRESCRIPTEUR10,bancaire,2018,3,NOUVELLE AQUITAINE,Surendettement,Cessation Paiement,56,55-64ans,celibataire,1,0,chomeur,locataire,693,<1150€,439,<500€,144,1€-499€,\N,Non Renseigne,110,B,110,B,1,3623,\N,0,\N,1,3623,0,\N,0,\N,0,\N,0,\N,"3,66667","3a5,99€"
5564,PRESCRIPTEUR18,social,2017,11,OCCITANIE,Accompagnement,Difficultés de Gestion,33,35-34ans,concubinage,2,2,employé,locataire,2313,2001€-2500€,1470,1001€-1500€,205,1€-499€,1470,1000€-1500€,638,A,"303,81",B,2,1226,\N,2,1226,0,\N,0,\N,0,\N,0,\N,0,\N,"-6,93333",Négatif
4905,PRESCRIPTEUR9,social,2017,6,GRAND EST,Accompagnement,Endettement,32,35-34ans,concubinage,2,2,employé,proprietaire,2500,2001€-2500€,943,500€-1000€,1280,1000€-1500€,943,500€-1000€,277,B,"131,905",B,4,311218,\N,2,23501,1,1210,1,286507,0,\N,0,\N,0,\N,"-5,55",Négatif
5157,PRESCRIPTEUR32,bancaire,2017,8,AUVERGNE RHONE ALPES,Surendettement,Endettement,39,40-44ans,celibataire,1,0,autre,locataire,1400,1150€-1500€,551,500€-1000€,557,500€-1000€,\N,Non Renseigne,292,B,292,B,4,16490,\N,2,12690,2,3800,0,\N,0,\N,0,\N,0,\N,"9,73333","6a9,99€"
2749,PRESCRIPTEUR66,social,2016,4,HAUTS DE France,Accompagnement,Endettement,\N,Non Renseigne,marie,2,0,chomeur,proprietaire,1190,1150€-1500€,327,<500€,332,1€-499€,\N,Non Renseigne,531,A,354,B,4,7801,\N,2,4501,2,3300,0,\N,0,\N,0,\N,0,\N,"8,85","6a9,99€"
4858,PRESCRIPTEUR10,bancaire,2017,6,PROVENCE-ALPES-COTE-D'AZUR,Mediation,Difficultés de Gestion,75,65-75ans,veuf,2,0,retraité,locataire,1626,1501€-2000€,996,500€-1000€,334,1€-499€,\N,Non Renseigne,296,B,"197,333",B,4,13271,\N,3,12271,1,1000,0,\N,0,\N,0,\N,0,\N,"4,93333","3a5,99€"
3431,PRESCRIPTEUR17,bancaire,2016,9,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,\N,77,75ans_et+,marie,2,0,\N,locataire,2935,2501€-3000€,1086,1001€-1500€,1682,1501€-2000€,\N,Non Renseigne,167,B,"111,333",B,12,46965,\N,3,14285,9,32680,0,\N,0,\N,0,\N,0,\N,"2,78333","0a2,99€"
5058,PRESCRIPTEUR72,bancaire,2017,7,PAYS DE LA LOIRE,Accompagnement,Difficultés de Gestion,38,40-44ans,marie,2,3,employé,locataire,4113,4001€-4500€,1565,1501€-2000€,707,500€-1000€,\N,Non Renseigne,1841,A,"767,083",A,4,27221,\N,2,23939,2,3282,0,\N,0,\N,0,\N,0,\N,"12,2733","10a14,99€"
7623,PRESCRIPTEUR112,bancaire,2018,12,ILE-DE-FRANCE,Accompagnement,Difficultés de Gestion,29,35-34ans,marie,2,1,employé,locataire,1632,1501€-2000€,1015,1001€-1500€,100,1€-499€,\N,Non Renseigne,517,A,"287,222",B,1,2000,\N,1,2000,0,\N,0,\N,0,\N,0,\N,0,\N,"5,74444","3a5,99€"
3025,PRESCRIPTEUR17,bancaire,2016,6,HAUTS DE France,Accompagnement,Endettement,45,45-54ans,marie,2,3,chomeur,locataire,986,<1150€,394,<500€,103,1€-499€,\N,Non Renseigne,489,A,"203,75",B,1,16000,\N,0,\N,1,16000,0,\N,0,\N,0,\N,0,\N,"3,26","3a5,99€"
1469,PRESCRIPTEUR10,bancaire,2015,6,HAUTS DE France,Surendettement,Réaménagement,\N,Non Renseigne,marie,2,1,chomeur,proprietaire,2386,2001€-2500€,862,500€-1000€,1483,1000€-1500€,\N,Non Renseigne,41,C,"22,7778",C,8,188728,\N,1,46757,6,11971,1,130000,0,\N,0,\N,0,\N,"0,455556","0a2,99€"
5038,PRESCRIPTEUR6,bancaire,2017,7,AUVERGNE RHONE ALPES,Accompagnement,Accident de la vie,52,45-54ans,marie,2,0,fonctionnaire,locataire,2120,2001€-2500€,662,500€-1000€,322,1€-499€,\N,Non Renseigne,1136,A,"757,333",A,1,20000,\N,1,20000,0,\N,0,\N,0,\N,0,\N,0,\N,"18,9333",15€et+
1096,PRESCRIPTEUR2,bancaire,2014,11,GRAND EST,Accompagnement,Surendettement,\N,Non Renseigne,marie,2,0,employé,proprietaire,2968,2501€-3000€,661,500€-1000€,491,1€-499€,\N,Non Renseigne,1816,A,"1210,67",A,2,59958,\N,0,\N,0,\N,0,\N,0,\N,2,59958,0,\N,"30,2667",15€et+
4298,PRESCRIPTEUR2,bancaire,2017,3,AUVERGNE RHONE ALPES,Surendettement,Cessation Paiement,67,65-75ans,divorce,1,0,retraité,proprietaire,2100,2001€-2500€,1074,1001€-1500€,1208,1000€-1500€,\N,Non Renseigne,-182,C,-182,C,5,90524,\N,1,1663,3,10427,1,78434,0,\N,0,\N,0,\N,"-6,06667",Négatif
1887,PRESCRIPTEUR2,bancaire,2015,11,ILE-DE-FRANCE,Surendettement,Surendettement,\N,Non Renseigne,divorce,1,2,retraité,locataire,2394,2001€-2500€,1329,1001€-1500€,827,500€-1000€,\N,Non Renseigne,238,B,"148,75",B,3,43402,\N,2,36702,1,6700,0,\N,0,\N,0,\N,0,\N,"2,64444","0a2,99€"
5331,PRESCRIPTEUR29,bancaire,2017,10,GRAND EST,Accompagnement,\N,64,55-64ans,marie,2,1,\N,locataire,4319,4001€-4500€,1613,1501€-2000€,4076,4001€-4500€,\N,Non Renseigne,-1370,C,"-761,111",C,23,104600,1307,9,27678,9,49286,0,\N,1,11069,0,\N,0,\N,"-3,06667",Négatif
6743,PRESCRIPTEUR27,social,2018,7,ILE-DE-FRANCE,Accompagnement,Difficultés de Gestion,67,65-75ans,celibataire,1,0,retraité,locataire,1600,1501€-2000€,941,500€-1000€,218,1€-499€,941,500€-1000€,441,A,441,A,2,9060,\N,1,7200,1,1860,0,\N,0,\N,0,\N,0,\N,"-16,6667",Négatif
6390,PRESCRIPTEUR44,bancaire,2018,4,GRAND EST,Accompagnement,Endettement,\N,Non Renseigne,marie,2,3,employé,proprietaire,3260,3001€-3500€,726,500€-1000€,1311,1000€-1500€,\N,Non Renseigne,1223,A,"509,583",A,3,200260,\N,2,20260,0,\N,1,180000,0,\N,0,\N,0,\N,"8,15333","6a9,99€"
2470,PRESCRIPTEUR10,bancaire,2016,3,OCCITANIE,Surendettement,Endettement,32,35-34ans,celibataire,1,1,employé,gratuit,669,<1150€,99,<500€,287,1€-499€,\N,Non Renseigne,283,B,"217,692",B,3,8200,\N,0,\N,3,8200,0,\N,0,\N,0,\N,0,\N,"4,71667","3a5,99€"
5261,PRESCRIPTEUR23,social,2017,9,BRETAGNE,Mediation,\N,53,45-54ans,divorce,1,0,employé,locataire,1482,1150€-1500€,788,500€-1000€,359,1€-499€,\N,Non Renseigne,335,B,335,B,4,11000,90,1,9000,0,\N,0,\N,0,\N,0,\N,1,590,"12,6333","10a14,99€"
1421,PRESCRIPTEUR6,bancaire,2015,5,GRAND EST,Accompagnement,Crédits renouvelables récurrents,\N,Non Renseigne,celibataire,1,0,employé,locataire,1520,1501€-2000€,498,<500€,742,500€-1000€,\N,Non Renseigne,280,B,280,B,3,27000,\N,1,19000,2,8000,0,\N,0,\N,0,\N,0,\N,"9,33333","6a9,99€"
1332,PRESCRIPTEUR17,bancaire,2015,4,NORMANDIE,Surendettement,Accident de la vie,\N,Non Renseigne,marie,2,3,employé,proprietaire,1130,<1150€,652,500€-1000€,1615,1501€-2000€,\N,Non Renseigne,-1137,C,"-473,75",C,6,128873,\N,2,13257,3,10616,1,105000,0,\N,0,\N,0,\N,"-7,58",Négatif
526,PRESCRIPTEUR10,bancaire,2013,6,PAYS DE LA LOIRE,Surendettement,Réaménagement,\N,Non Renseigne,marie,2,0,employé,locataire,1887,1501€-2000€,1312,1001€-1500€,846,500€-1000€,\N,Non Renseigne,-271,C,"-180,667",C,4,31600,\N,1,16700,3,14900,0,\N,0,\N,0,\N,0,\N,"-4,51667",Négatif
414,PRESCRIPTEUR10,bancaire,2013,4,ILE-DE-FRANCE,Aucune,Surendettement,\N,Non Renseigne,divorce,1,0,chomeur,locataire,1742,1501€-2000€,641,500€-1000€,679,500€-1000€,\N,Non Renseigne,422,A,422,A,3,20000,\N,3,20000,0,\N,0,\N,0,\N,0,\N,0,\N,"14,0667","10a14,99€"
6051,PRESCRIPTEUR44,bancaire,2018,2,GRAND EST,Accompagnement,\N,77,75ans_et+,veuf,2,0,\N,proprietaire,1785,1501€-2000€,350,<500€,1362,1000€-1500€,\N,Non Renseigne,73,C,"48,6667",C,6,13000,\N,2,7000,4,6000,0,\N,0,\N,0,\N,0,\N,"1,21667","0a2,99€"
4903,PRESCRIPTEUR10,bancaire,2017,6,NOUVELLE AQUITAINE,Mediation,Endettement,46,45-54ans,marie,2,3,\N,proprietaire,4476,4001€-4500€,1663,1501€-2000€,3111,3001€-3500€,\N,Non Renseigne,-298,C,"-124,167",C,11,218698,2328,7,77319,2,20800,1,57525,1,67050,0,\N,0,\N,"0,48","0a2,99€"
2290,PRESCRIPTEUR61,social,2016,2,PROVENCE-ALPES-COTE-D'AZUR,Accompagnement,Endettement,52,45-54ans,marie,2,0,fonctionnaire,locataire,2100,2001€-2500€,1180,1001€-1500€,771,500€-1000€,\N,Non Renseigne,149,B,"99,3333",C,3,33800,\N,1,22000,2,11800,0,\N,0,\N,0,\N,0,\N,"2,48333","0a2,99€"
780,PRESCRIPTEUR10,bancaire,2014,2,ILE-DE-FRANCE,Mediation,Surendettement,\N,Non Renseigne,marie,2,4,employé,locataire,3040,3001€-3500€,1454,1001€-1500€,751,500€-1000€,\N,Non Renseigne,835,A,"309,259",B,2,30000,\N,1,28000,1,2000,0,\N,0,\N,0,\N,0,\N,"4,63889","3a5,99€"
